State,County Type,County,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
Alabama,Metropolitan County,Autauga,54.0,1.0,7.0,0.0,46.0,221.0,46.0,143.0,32.0,1.0,2024
Alabama,Metropolitan County,Baldwin,137.0,0.0,4.0,0.0,133.0,170.0,23.0,142.0,5.0,2.0,2024
Alabama,Metropolitan County,Bibb,34.0,0.0,5.0,0.0,29.0,78.0,26.0,43.0,9.0,0.0,2024
Alabama,Metropolitan County,Blount,82.0,1.0,18.0,2.0,61.0,298.0,66.0,180.0,52.0,2.0,2024
Alabama,Metropolitan County,Calhoun,238.0,2.0,5.0,0.0,231.0,192.0,48.0,144.0,0.0,8.0,2024
Alabama,Metropolitan County,Chilton,64.0,2.0,5.0,2.0,55.0,419.0,181.0,189.0,49.0,4.0,2024
Alabama,Metropolitan County,Colbert,15.0,0.0,1.0,0.0,14.0,90.0,19.0,55.0,16.0,1.0,2024
Alabama,Metropolitan County,Elmore,41.0,2.0,3.0,0.0,36.0,314.0,105.0,188.0,21.0,1.0,2024
Alabama,Metropolitan County,Etowah,13.0,2.0,0.0,0.0,11.0,55.0,14.0,33.0,8.0,4.0,2024
Alabama,Metropolitan County,Geneva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Alabama,Metropolitan County,Greene,2.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,2024
Alabama,Metropolitan County,Henry,15.0,0.0,0.0,2.0,13.0,71.0,21.0,36.0,14.0,0.0,2024
Alabama,Metropolitan County,Houston,147.0,1.0,28.0,2.0,116.0,495.0,137.0,298.0,60.0,13.0,2024
Alabama,Metropolitan County,Jefferson,650.0,11.0,24.0,79.0,536.0,2725.0,663.0,1663.0,399.0,17.0,2024
Alabama,Metropolitan County,Lauderdale,95.0,1.0,14.0,0.0,80.0,274.0,41.0,191.0,42.0,0.0,2024
Alabama,Metropolitan County,Lawrence,19.0,0.0,0.0,3.0,16.0,50.0,11.0,25.0,14.0,1.0,2024
Alabama,Metropolitan County,Lee,216.0,5.0,26.0,6.0,179.0,539.0,80.0,391.0,68.0,3.0,2024
Alabama,Metropolitan County,Lowndes,16.0,0.0,0.0,0.0,16.0,15.0,1.0,14.0,0.0,0.0,2024
Alabama,Metropolitan County,Macon,10.0,6.0,1.0,0.0,3.0,12.0,5.0,6.0,1.0,0.0,2024
Alabama,Metropolitan County,Madison,286.0,8.0,30.0,9.0,239.0,1288.0,307.0,813.0,168.0,10.0,2024
Alabama,Metropolitan County,Mobile,265.0,6.0,15.0,13.0,231.0,800.0,189.0,474.0,137.0,8.0,2024
Alabama,Metropolitan County,Montgomery,80.0,2.0,14.0,11.0,53.0,390.0,46.0,293.0,51.0,0.0,2024
Alabama,Metropolitan County,Pickens,28.0,1.0,2.0,4.0,21.0,55.0,14.0,38.0,3.0,1.0,2024
Alabama,Metropolitan County,Russell,58.0,0.0,7.0,2.0,49.0,175.0,32.0,127.0,16.0,3.0,2024
Alabama,Metropolitan County,Shelby,68.0,0.0,0.0,2.0,66.0,33.0,18.0,14.0,1.0,0.0,2024
Alabama,Metropolitan County,St. Clair,79.0,1.0,12.0,4.0,62.0,334.0,178.0,129.0,27.0,1.0,2024
Alabama,Metropolitan County,Tuscaloosa,106.0,0.0,4.0,5.0,97.0,470.0,78.0,318.0,74.0,1.0,2024
Alabama,Metropolitan County,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Alabama,Nonmetropolitan County,Barbour,11.0,0.0,1.0,2.0,8.0,15.0,4.0,9.0,2.0,0.0,2024
Alabama,Nonmetropolitan County,Bullock,11.0,0.0,0.0,1.0,10.0,38.0,12.0,21.0,5.0,2.0,2024
Alabama,Nonmetropolitan County,Chambers,26.0,0.0,3.0,2.0,21.0,147.0,27.0,96.0,24.0,0.0,2024
Alabama,Nonmetropolitan County,Cherokee,49.0,0.0,11.0,3.0,35.0,264.0,65.0,169.0,30.0,7.0,2024
Alabama,Nonmetropolitan County,Choctaw,9.0,0.0,1.0,0.0,8.0,51.0,19.0,25.0,7.0,0.0,2024
Alabama,Nonmetropolitan County,Clarke,36.0,1.0,1.0,4.0,30.0,73.0,12.0,44.0,17.0,0.0,2024
Alabama,Nonmetropolitan County,Clay,16.0,0.0,1.0,0.0,15.0,51.0,17.0,34.0,0.0,0.0,2024
Alabama,Nonmetropolitan County,Cleburne,19.0,3.0,0.0,0.0,16.0,111.0,29.0,81.0,1.0,0.0,2024
Alabama,Nonmetropolitan County,Coffee,26.0,1.0,3.0,0.0,22.0,122.0,30.0,80.0,12.0,3.0,2024
Alabama,Nonmetropolitan County,Conecuh,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Alabama,Nonmetropolitan County,Covington,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,0.0,2024
Alabama,Nonmetropolitan County,Crenshaw,5.0,0.0,1.0,0.0,4.0,18.0,3.0,14.0,1.0,1.0,2024
Alabama,Nonmetropolitan County,Cullman,78.0,4.0,13.0,2.0,59.0,644.0,119.0,431.0,94.0,4.0,2024
Alabama,Nonmetropolitan County,Dale,37.0,2.0,5.0,1.0,29.0,75.0,13.0,55.0,7.0,1.0,2024
Alabama,Nonmetropolitan County,Dallas,93.0,6.0,5.0,7.0,75.0,303.0,59.0,170.0,74.0,4.0,2024
Alabama,Nonmetropolitan County,DeKalb,27.0,0.0,4.0,0.0,23.0,157.0,20.0,115.0,22.0,0.0,2024
Alabama,Nonmetropolitan County,Fayette,10.0,0.0,2.0,0.0,8.0,17.0,5.0,8.0,4.0,0.0,2024
Alabama,Nonmetropolitan County,Franklin,35.0,0.0,7.0,0.0,28.0,129.0,26.0,79.0,24.0,1.0,2024
Alabama,Nonmetropolitan County,Jackson,47.0,1.0,11.0,0.0,35.0,162.0,35.0,101.0,26.0,3.0,2024
Alabama,Nonmetropolitan County,Lamar,3.0,0.0,0.0,1.0,2.0,14.0,3.0,8.0,3.0,0.0,2024
Alabama,Nonmetropolitan County,Marion,11.0,0.0,1.0,0.0,10.0,49.0,16.0,21.0,12.0,0.0,2024
Alabama,Nonmetropolitan County,Marshall,40.0,1.0,14.0,1.0,24.0,545.0,454.0,70.0,21.0,0.0,2024
Alabama,Nonmetropolitan County,Monroe,16.0,0.0,0.0,0.0,16.0,31.0,4.0,20.0,7.0,1.0,2024
Alabama,Nonmetropolitan County,Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Alabama,Nonmetropolitan County,Pike,14.0,0.0,1.0,0.0,13.0,53.0,8.0,38.0,7.0,1.0,2024
Alabama,Nonmetropolitan County,Randolph,49.0,0.0,4.0,0.0,45.0,149.0,31.0,118.0,0.0,61.0,2024
Alabama,Nonmetropolitan County,Sumter,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2024
Alabama,Nonmetropolitan County,Talladega,79.0,2.0,3.0,3.0,71.0,311.0,85.0,177.0,49.0,1.0,2024
Alabama,Nonmetropolitan County,Tallapoosa,8.0,0.0,3.0,0.0,5.0,61.0,14.0,38.0,9.0,1.0,2024
Alabama,Nonmetropolitan County,Washington,24.0,0.0,0.0,1.0,23.0,78.0,20.0,46.0,12.0,2.0,2024
Alabama,Nonmetropolitan County,Winston,20.0,1.0,3.0,0.0,16.0,95.0,18.0,64.0,13.0,4.0,2024
Arizona,Metropolitan County,Mohave,206.0,10.0,67.0,10.0,119.0,1335.0,312.0,807.0,216.0,14.0,2024
Arizona,Metropolitan County,Pima,759.0,12.0,97.0,83.0,567.0,7085.0,1047.0,5473.0,565.0,41.0,2024
Arizona,Metropolitan County,Pinal,251.0,3.0,11.0,8.0,229.0,1238.0,209.0,870.0,159.0,8.0,2024
Arizona,Metropolitan County,Yavapai,237.0,1.0,11.0,4.0,221.0,428.0,82.0,283.0,63.0,3.0,2024
Arizona,Metropolitan County,Yuma,135.0,9.0,9.0,6.0,111.0,708.0,127.0,485.0,96.0,8.0,2024
Arizona,Nonmetropolitan County,Apache,47.0,6.0,2.0,1.0,38.0,79.0,35.0,36.0,8.0,0.0,2024
Arizona,Nonmetropolitan County,Gila,54.0,0.0,6.0,2.0,46.0,106.0,38.0,50.0,18.0,2.0,2024
Arizona,Nonmetropolitan County,Graham,16.0,1.0,0.0,0.0,15.0,33.0,6.0,19.0,8.0,3.0,2024
Arizona,Nonmetropolitan County,Navajo,67.0,1.0,11.0,1.0,54.0,162.0,43.0,92.0,27.0,5.0,2024
Arkansas,Metropolitan County,Benton,111.0,0.0,17.0,2.0,92.0,247.0,66.0,159.0,22.0,1.0,2024
Arkansas,Metropolitan County,Craighead,54.0,1.0,18.0,1.0,34.0,147.0,29.0,99.0,19.0,2.0,2024
Arkansas,Metropolitan County,Crawford,70.0,0.0,8.0,1.0,61.0,219.0,32.0,158.0,29.0,1.0,2024
Arkansas,Metropolitan County,Crittenden,135.0,0.0,17.0,4.0,114.0,216.0,44.0,137.0,35.0,2.0,2024
Arkansas,Metropolitan County,Faulkner,88.0,3.0,18.0,3.0,64.0,419.0,64.0,286.0,69.0,6.0,2024
Arkansas,Metropolitan County,Garland,322.0,1.0,31.0,11.0,279.0,919.0,344.0,450.0,125.0,0.0,2024
Arkansas,Metropolitan County,Grant,44.0,0.0,8.0,0.0,36.0,111.0,34.0,69.0,8.0,1.0,2024
Arkansas,Metropolitan County,Little River,29.0,0.0,6.0,1.0,22.0,62.0,19.0,39.0,4.0,1.0,2024
Arkansas,Metropolitan County,Lonoke,129.0,2.0,28.0,1.0,98.0,335.0,78.0,191.0,66.0,5.0,2024
Arkansas,Metropolitan County,Madison,73.0,1.0,14.0,0.0,58.0,97.0,32.0,49.0,16.0,1.0,2024
Arkansas,Metropolitan County,Miller,44.0,0.0,10.0,0.0,34.0,115.0,29.0,69.0,17.0,1.0,2024
Arkansas,Metropolitan County,Perry,23.0,0.0,2.0,1.0,20.0,80.0,19.0,53.0,8.0,0.0,2024
Arkansas,Metropolitan County,Poinsett,51.0,2.0,7.0,1.0,41.0,81.0,21.0,50.0,10.0,1.0,2024
Arkansas,Metropolitan County,Pulaski,448.0,7.0,24.0,23.0,394.0,1166.0,213.0,760.0,193.0,14.0,2024
Arkansas,Metropolitan County,Saline,162.0,6.0,27.0,2.0,127.0,546.0,284.0,210.0,52.0,3.0,2024
Arkansas,Metropolitan County,Sebastian,22.0,0.0,1.0,0.0,21.0,62.0,21.0,35.0,6.0,0.0,2024
Arkansas,Metropolitan County,Washington,146.0,3.0,22.0,1.0,120.0,266.0,84.0,134.0,48.0,3.0,2024
Arkansas,Nonmetropolitan County,Arkansas,31.0,0.0,3.0,2.0,26.0,57.0,15.0,32.0,10.0,0.0,2024
Arkansas,Nonmetropolitan County,Ashley,5.0,0.0,0.0,0.0,5.0,92.0,15.0,68.0,9.0,0.0,2024
Arkansas,Nonmetropolitan County,Baxter,40.0,0.0,7.0,1.0,32.0,143.0,34.0,91.0,18.0,3.0,2024
Arkansas,Nonmetropolitan County,Boone,49.0,0.0,9.0,0.0,40.0,136.0,9.0,110.0,17.0,4.0,2024
Arkansas,Nonmetropolitan County,Bradley,17.0,0.0,2.0,0.0,15.0,46.0,12.0,19.0,15.0,1.0,2024
Arkansas,Nonmetropolitan County,Calhoun,14.0,0.0,0.0,0.0,14.0,23.0,6.0,15.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Carroll,24.0,0.0,5.0,0.0,19.0,61.0,15.0,33.0,13.0,2.0,2024
Arkansas,Nonmetropolitan County,Chicot,2.0,0.0,0.0,0.0,2.0,54.0,8.0,46.0,0.0,0.0,2024
Arkansas,Nonmetropolitan County,Clark,12.0,0.0,1.0,0.0,11.0,31.0,9.0,20.0,2.0,1.0,2024
Arkansas,Nonmetropolitan County,Clay,35.0,0.0,3.0,0.0,32.0,28.0,8.0,16.0,4.0,0.0,2024
Arkansas,Nonmetropolitan County,Cleburne,140.0,4.0,21.0,2.0,113.0,257.0,82.0,162.0,13.0,2.0,2024
Arkansas,Nonmetropolitan County,Cleveland,15.0,0.0,2.0,0.0,13.0,38.0,16.0,12.0,10.0,0.0,2024
Arkansas,Nonmetropolitan County,Columbia,29.0,0.0,1.0,0.0,28.0,48.0,12.0,30.0,6.0,0.0,2024
Arkansas,Nonmetropolitan County,Conway,47.0,0.0,5.0,0.0,42.0,113.0,20.0,78.0,15.0,2.0,2024
Arkansas,Nonmetropolitan County,Dallas,15.0,4.0,1.0,1.0,9.0,23.0,4.0,17.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Desha,9.0,0.0,1.0,0.0,8.0,30.0,8.0,21.0,1.0,0.0,2024
Arkansas,Nonmetropolitan County,Drew,20.0,0.0,4.0,1.0,15.0,56.0,19.0,29.0,8.0,0.0,2024
Arkansas,Nonmetropolitan County,Franklin,40.0,0.0,11.0,0.0,29.0,61.0,23.0,29.0,9.0,1.0,2024
Arkansas,Nonmetropolitan County,Fulton,32.0,2.0,7.0,0.0,23.0,68.0,9.0,50.0,9.0,3.0,2024
Arkansas,Nonmetropolitan County,Greene,75.0,0.0,4.0,0.0,71.0,145.0,21.0,101.0,23.0,0.0,2024
Arkansas,Nonmetropolitan County,Hempstead,47.0,1.0,3.0,0.0,43.0,94.0,11.0,78.0,5.0,1.0,2024
Arkansas,Nonmetropolitan County,Howard,8.0,0.0,2.0,0.0,6.0,26.0,3.0,22.0,1.0,0.0,2024
Arkansas,Nonmetropolitan County,Independence,87.0,0.0,22.0,1.0,64.0,233.0,49.0,158.0,26.0,5.0,2024
Arkansas,Nonmetropolitan County,Izard,55.0,0.0,4.0,0.0,51.0,47.0,30.0,15.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Jackson,23.0,0.0,6.0,0.0,17.0,58.0,4.0,38.0,16.0,0.0,2024
Arkansas,Nonmetropolitan County,Jefferson,76.0,2.0,9.0,2.0,63.0,321.0,72.0,184.0,65.0,3.0,2024
Arkansas,Nonmetropolitan County,Johnson,46.0,1.0,10.0,0.0,35.0,49.0,9.0,32.0,8.0,1.0,2024
Arkansas,Nonmetropolitan County,Lafayette,13.0,0.0,5.0,0.0,8.0,18.0,1.0,14.0,3.0,0.0,2024
Arkansas,Nonmetropolitan County,Lawrence,27.0,0.0,5.0,0.0,22.0,72.0,12.0,51.0,9.0,0.0,2024
Arkansas,Nonmetropolitan County,Lee,9.0,0.0,0.0,0.0,9.0,31.0,3.0,18.0,10.0,0.0,2024
Arkansas,Nonmetropolitan County,Lincoln,13.0,0.0,1.0,1.0,11.0,66.0,22.0,31.0,13.0,0.0,2024
Arkansas,Nonmetropolitan County,Logan,58.0,1.0,5.0,0.0,52.0,142.0,42.0,82.0,18.0,0.0,2024
Arkansas,Nonmetropolitan County,Marion,24.0,0.0,12.0,1.0,11.0,84.0,17.0,63.0,4.0,3.0,2024
Arkansas,Nonmetropolitan County,Mississippi,42.0,0.0,6.0,2.0,34.0,192.0,30.0,128.0,34.0,3.0,2024
Arkansas,Nonmetropolitan County,Monroe,7.0,0.0,3.0,0.0,4.0,26.0,2.0,19.0,5.0,0.0,2024
Arkansas,Nonmetropolitan County,Montgomery,15.0,0.0,4.0,1.0,10.0,11.0,7.0,4.0,0.0,0.0,2024
Arkansas,Nonmetropolitan County,Newton,18.0,0.0,6.0,0.0,12.0,38.0,5.0,29.0,4.0,0.0,2024
Arkansas,Nonmetropolitan County,Ouachita,39.0,1.0,6.0,3.0,29.0,124.0,47.0,60.0,17.0,2.0,2024
Arkansas,Nonmetropolitan County,Phillips,10.0,0.0,2.0,0.0,8.0,31.0,5.0,19.0,7.0,0.0,2024
Arkansas,Nonmetropolitan County,Pike,6.0,1.0,0.0,0.0,5.0,27.0,10.0,15.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Polk,57.0,0.0,3.0,0.0,54.0,29.0,11.0,18.0,0.0,0.0,2024
Arkansas,Nonmetropolitan County,Pope,110.0,0.0,16.0,1.0,93.0,153.0,49.0,84.0,20.0,0.0,2024
Arkansas,Nonmetropolitan County,Prairie,38.0,0.0,3.0,0.0,35.0,40.0,17.0,17.0,6.0,2.0,2024
Arkansas,Nonmetropolitan County,Randolph,28.0,0.0,8.0,0.0,20.0,95.0,18.0,62.0,15.0,3.0,2024
Arkansas,Nonmetropolitan County,Scott,8.0,0.0,2.0,0.0,6.0,35.0,13.0,20.0,2.0,1.0,2024
Arkansas,Nonmetropolitan County,Searcy,23.0,1.0,2.0,0.0,20.0,21.0,13.0,6.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Sevier,22.0,0.0,7.0,1.0,14.0,20.0,5.0,13.0,2.0,0.0,2024
Arkansas,Nonmetropolitan County,Sharp,35.0,0.0,12.0,1.0,22.0,79.0,11.0,62.0,6.0,0.0,2024
Arkansas,Nonmetropolitan County,Stone,29.0,0.0,0.0,0.0,29.0,56.0,9.0,43.0,4.0,3.0,2024
Arkansas,Nonmetropolitan County,Union,81.0,0.0,4.0,5.0,72.0,189.0,46.0,113.0,30.0,2.0,2024
Arkansas,Nonmetropolitan County,Van Buren,81.0,0.0,23.0,0.0,58.0,131.0,23.0,91.0,17.0,5.0,2024
Arkansas,Nonmetropolitan County,White,211.0,3.0,67.0,2.0,139.0,412.0,90.0,266.0,56.0,8.0,2024
Arkansas,Nonmetropolitan County,Woodruff,10.0,0.0,0.0,0.0,10.0,27.0,8.0,10.0,9.0,1.0,2024
Arkansas,Nonmetropolitan County,Yell,47.0,1.0,6.0,0.0,40.0,45.0,5.0,35.0,5.0,3.0,2024
California,Metropolitan County,Alameda,776.0,8.0,34.0,196.0,538.0,2182.0,257.0,1212.0,713.0,27.0,2024
California,Metropolitan County,Butte,362.0,5.0,46.0,21.0,290.0,652.0,169.0,461.0,22.0,3.0,2024
California,Metropolitan County,Contra Costa,479.0,2.0,36.0,71.0,370.0,2333.0,959.0,1295.0,79.0,16.0,2024
California,Metropolitan County,El Dorado,281.0,0.0,57.0,19.0,205.0,786.0,119.0,643.0,24.0,9.0,2024
California,Metropolitan County,Fresno,1174.0,10.0,42.0,113.0,1009.0,2857.0,805.0,1268.0,784.0,2.0,2024
California,Metropolitan County,Imperial,108.0,3.0,12.0,6.0,87.0,267.0,77.0,155.0,35.0,20.0,2024
California,Metropolitan County,Kern,3160.0,40.0,177.0,353.0,2590.0,7085.0,1738.0,3155.0,2192.0,271.0,2024
California,Metropolitan County,Kings,154.0,0.0,7.0,9.0,138.0,401.0,74.0,298.0,29.0,0.0,2024
California,Metropolitan County,Los Angeles,5909.0,68.0,260.0,1424.0,4157.0,17982.0,3168.0,9400.0,5414.0,258.0,2024
California,Metropolitan County,Madera,338.0,2.0,31.0,21.0,284.0,980.0,69.0,855.0,56.0,14.0,2024
California,Metropolitan County,Marin,79.0,0.0,6.0,20.0,53.0,403.0,54.0,345.0,4.0,2.0,2024
California,Metropolitan County,Merced,365.0,4.0,49.0,52.0,260.0,1383.0,365.0,729.0,289.0,9.0,2024
California,Metropolitan County,Monterey,394.0,2.0,34.0,53.0,305.0,712.0,173.0,503.0,36.0,9.0,2024
California,Metropolitan County,Napa,74.0,1.0,8.0,3.0,62.0,158.0,28.0,126.0,4.0,1.0,2024
California,Metropolitan County,Orange,423.0,1.0,4.0,33.0,385.0,894.0,126.0,574.0,194.0,13.0,2024
California,Metropolitan County,Placer,357.0,3.0,50.0,23.0,281.0,851.0,140.0,666.0,45.0,12.0,2024
California,Metropolitan County,Riverside,998.0,15.0,74.0,153.0,756.0,5963.0,1124.0,3817.0,1022.0,38.0,2024
California,Metropolitan County,Sacramento,2825.0,28.0,184.0,629.0,1984.0,8631.0,2869.0,5666.0,96.0,48.0,2024
California,Metropolitan County,San Benito,62.0,1.0,2.0,5.0,54.0,133.0,20.0,95.0,18.0,2.0,2024
California,Metropolitan County,San Bernardino,1505.0,27.0,113.0,159.0,1206.0,3474.0,868.0,1649.0,957.0,77.0,2024
California,Metropolitan County,San Diego,1265.0,9.0,45.0,128.0,1083.0,2453.0,448.0,1237.0,768.0,30.0,2024
California,Metropolitan County,San Joaquin,776.0,5.0,71.0,151.0,549.0,1849.0,452.0,1252.0,145.0,42.0,2024
California,Metropolitan County,San Luis Obispo,569.0,1.0,56.0,12.0,500.0,566.0,223.0,327.0,16.0,2.0,2024
California,Metropolitan County,San Mateo,239.0,1.0,49.0,61.0,128.0,1630.0,262.0,1145.0,223.0,10.0,2024
California,Metropolitan County,Santa Barbara,298.0,1.0,45.0,23.0,229.0,941.0,212.0,697.0,32.0,9.0,2024
California,Metropolitan County,Santa Clara,274.0,0.0,37.0,24.0,213.0,1435.0,178.0,915.0,342.0,1.0,2024
California,Metropolitan County,Santa Cruz,282.0,3.0,27.0,30.0,222.0,995.0,216.0,758.0,21.0,19.0,2024
California,Metropolitan County,Shasta,272.0,1.0,44.0,16.0,211.0,517.0,142.0,342.0,33.0,8.0,2024
California,Metropolitan County,Solano,125.0,1.0,17.0,14.0,93.0,396.0,205.0,127.0,64.0,8.0,2024
California,Metropolitan County,Sonoma,274.0,3.0,65.0,32.0,174.0,745.0,213.0,517.0,15.0,16.0,2024
California,Metropolitan County,Stanislaus,383.0,3.0,21.0,86.0,273.0,878.0,327.0,536.0,15.0,10.0,2024
California,Metropolitan County,Sutter,116.0,0.0,20.0,12.0,84.0,383.0,68.0,274.0,41.0,11.0,2024
California,Metropolitan County,Tulare,703.0,10.0,61.0,77.0,555.0,1687.0,350.0,1259.0,78.0,1.0,2024
California,Metropolitan County,Ventura,174.0,4.0,29.0,17.0,124.0,603.0,146.0,381.0,76.0,7.0,2024
California,Metropolitan County,Yolo,42.0,0.0,7.0,6.0,29.0,211.0,64.0,124.0,23.0,2.0,2024
California,Metropolitan County,Yuba,359.0,2.0,44.0,23.0,290.0,483.0,112.0,354.0,17.0,12.0,2024
California,Nonmetropolitan County,Alpine,12.0,0.0,2.0,0.0,10.0,21.0,2.0,18.0,1.0,0.0,2024
California,Nonmetropolitan County,Amador,82.0,0.0,12.0,5.0,65.0,182.0,22.0,156.0,4.0,3.0,2024
California,Nonmetropolitan County,Calaveras,161.0,1.0,24.0,12.0,124.0,418.0,83.0,318.0,17.0,5.0,2024
California,Nonmetropolitan County,Colusa,20.0,1.0,5.0,2.0,12.0,96.0,16.0,77.0,3.0,0.0,2024
California,Nonmetropolitan County,Del Norte,49.0,1.0,10.0,5.0,33.0,93.0,39.0,49.0,5.0,4.0,2024
California,Nonmetropolitan County,Glenn,101.0,0.0,7.0,3.0,91.0,277.0,167.0,96.0,14.0,3.0,2024
California,Nonmetropolitan County,Humboldt,202.0,2.0,35.0,29.0,136.0,568.0,169.0,382.0,17.0,15.0,2024
California,Nonmetropolitan County,Inyo,96.0,1.0,9.0,5.0,81.0,57.0,17.0,40.0,0.0,5.0,2024
California,Nonmetropolitan County,Lake,291.0,2.0,26.0,11.0,252.0,365.0,21.0,321.0,23.0,5.0,2024
California,Nonmetropolitan County,Lassen,47.0,0.0,8.0,3.0,36.0,119.0,52.0,61.0,6.0,2.0,2024
California,Nonmetropolitan County,Mariposa,94.0,0.0,9.0,2.0,83.0,177.0,62.0,114.0,1.0,2.0,2024
California,Nonmetropolitan County,Mendocino,185.0,4.0,13.0,3.0,165.0,72.0,0.0,61.0,11.0,20.0,2024
California,Nonmetropolitan County,Modoc,21.0,2.0,2.0,2.0,15.0,27.0,16.0,11.0,0.0,0.0,2024
California,Nonmetropolitan County,Mono,15.0,0.0,5.0,0.0,10.0,27.0,2.0,25.0,0.0,0.0,2024
California,Nonmetropolitan County,Nevada,168.0,1.0,27.0,8.0,132.0,302.0,111.0,174.0,17.0,7.0,2024
California,Nonmetropolitan County,Sierra,15.0,0.0,0.0,1.0,14.0,18.0,6.0,11.0,1.0,5.0,2024
California,Nonmetropolitan County,Siskiyou,72.0,1.0,7.0,0.0,64.0,32.0,20.0,12.0,0.0,0.0,2024
California,Nonmetropolitan County,Tehama,121.0,3.0,30.0,18.0,70.0,282.0,135.0,126.0,21.0,0.0,2024
California,Nonmetropolitan County,Trinity,82.0,0.0,2.0,4.0,76.0,140.0,63.0,74.0,3.0,8.0,2024
California,Nonmetropolitan County,Tuolumne,230.0,1.0,49.0,7.0,173.0,358.0,103.0,249.0,6.0,0.0,2024
Colorado,Metropolitan County,Adams,440.0,6.0,53.0,53.0,328.0,2180.0,320.0,1108.0,752.0,25.0,2024
Colorado,Metropolitan County,Arapahoe,332.0,2.0,17.0,34.0,279.0,1930.0,406.0,1041.0,483.0,23.0,2024
Colorado,Metropolitan County,Boulder,85.0,0.0,9.0,3.0,73.0,760.0,173.0,505.0,82.0,6.0,2024
Colorado,Metropolitan County,Clear Creek,2.0,0.0,0.0,0.0,2.0,27.0,2.0,20.0,5.0,0.0,2024
Colorado,Metropolitan County,Douglas,426.0,3.0,73.0,24.0,326.0,2239.0,341.0,1675.0,223.0,17.0,2024
Colorado,Metropolitan County,Elbert,17.0,3.0,3.0,0.0,11.0,63.0,7.0,37.0,19.0,2.0,2024
Colorado,Metropolitan County,El Paso,600.0,8.0,114.0,40.0,438.0,2810.0,423.0,1982.0,405.0,31.0,2024
Colorado,Metropolitan County,Gilpin,9.0,0.0,0.0,0.0,9.0,51.0,5.0,41.0,5.0,0.0,2024
Colorado,Metropolitan County,Jefferson,430.0,3.0,91.0,39.0,297.0,2356.0,393.0,1613.0,350.0,37.0,2024
Colorado,Metropolitan County,Larimer,175.0,1.0,16.0,7.0,151.0,712.0,113.0,501.0,98.0,16.0,2024
Colorado,Metropolitan County,Mesa,165.0,1.0,33.0,10.0,121.0,886.0,143.0,644.0,99.0,20.0,2024
Colorado,Metropolitan County,Teller,3.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,2024
Colorado,Metropolitan County,Weld,156.0,1.0,17.0,5.0,133.0,737.0,160.0,431.0,146.0,6.0,2024
Colorado,Nonmetropolitan County,Alamosa,11.0,0.0,11.0,0.0,0.0,115.0,23.0,77.0,15.0,0.0,2024
Colorado,Nonmetropolitan County,Archuleta,18.0,0.0,3.0,0.0,15.0,20.0,5.0,11.0,4.0,2.0,2024
Colorado,Nonmetropolitan County,Bent,11.0,0.0,1.0,0.0,10.0,90.0,27.0,57.0,6.0,2.0,2024
Colorado,Nonmetropolitan County,Chaffee,4.0,0.0,0.0,1.0,3.0,65.0,29.0,35.0,1.0,0.0,2024
Colorado,Nonmetropolitan County,Crowley,11.0,0.0,0.0,0.0,11.0,29.0,15.0,8.0,6.0,2.0,2024
Colorado,Nonmetropolitan County,Delta,9.0,1.0,4.0,0.0,4.0,108.0,23.0,75.0,10.0,1.0,2024
Colorado,Nonmetropolitan County,Dolores,8.0,0.0,0.0,0.0,8.0,17.0,3.0,14.0,0.0,0.0,2024
Colorado,Nonmetropolitan County,Eagle,19.0,0.0,4.0,1.0,14.0,126.0,10.0,108.0,8.0,0.0,2024
Colorado,Nonmetropolitan County,Garfield,92.0,0.0,28.0,1.0,63.0,170.0,26.0,116.0,28.0,2.0,2024
Colorado,Nonmetropolitan County,Grand,29.0,0.0,10.0,1.0,18.0,50.0,11.0,36.0,3.0,0.0,2024
Colorado,Nonmetropolitan County,Kiowa,0.0,0.0,0.0,0.0,0.0,9.0,1.0,7.0,1.0,0.0,2024
Colorado,Nonmetropolitan County,Kit Carson,8.0,1.0,0.0,0.0,7.0,22.0,1.0,16.0,5.0,0.0,2024
Colorado,Nonmetropolitan County,Lake,14.0,0.0,0.0,1.0,13.0,18.0,6.0,11.0,1.0,0.0,2024
Colorado,Nonmetropolitan County,La Plata,28.0,0.0,9.0,0.0,19.0,130.0,11.0,104.0,15.0,1.0,2024
