State,County Type,County,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
South Dakota , Metropolitan Counties,McCook,4.0,0.0,0.0,0.0,4.0,18.0,7.0,8.0,3.0,0.0,2023
South Dakota , Metropolitan Counties,Meade,20.0,0.0,7.0,0.0,13.0,110.0,19.0,74.0,17.0,0.0,2023
South Dakota , Metropolitan Counties,Minnehaha,55.0,0.0,5.0,2.0,48.0,193.0,59.0,98.0,36.0,2.0,2023
South Dakota , Metropolitan Counties,Pennington,116.0,2.0,43.0,3.0,68.0,327.0,83.0,204.0,40.0,1.0,2023
South Dakota , Metropolitan Counties,Union,10.0,1.0,3.0,0.0,6.0,35.0,5.0,26.0,4.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Bon Homme,4.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Brookings,12.0,0.0,1.0,0.0,11.0,40.0,4.0,35.0,1.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Clay,1.0,0.0,0.0,0.0,1.0,26.0,4.0,18.0,4.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Codington,5.0,0.0,0.0,0.0,5.0,39.0,7.0,31.0,1.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Corson,7.0,0.0,1.0,0.0,6.0,17.0,7.0,9.0,1.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Davison,12.0,1.0,0.0,0.0,11.0,6.0,1.0,4.0,1.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Day,3.0,0.0,1.0,0.0,2.0,22.0,6.0,11.0,5.0,1.0,2023
South Dakota , Nonmetropolitan Counties,Deuel,6.0,0.0,4.0,0.0,2.0,12.0,1.0,6.0,5.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Dewey,1.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Douglas,3.0,0.0,0.0,0.0,3.0,12.0,3.0,9.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Fall River,16.0,0.0,2.0,0.0,14.0,49.0,24.0,19.0,6.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Hamlin,9.0,0.0,0.0,0.0,9.0,35.0,2.0,28.0,5.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Hughes,12.0,0.0,2.0,0.0,10.0,20.0,13.0,5.0,2.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Kingsbury,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Lake,4.0,0.0,1.0,0.0,3.0,23.0,4.0,15.0,4.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Lawrence,15.0,0.0,4.0,0.0,11.0,21.0,5.0,15.0,1.0,1.0,2023
South Dakota , Nonmetropolitan Counties,Marshall,3.0,0.0,1.0,0.0,2.0,15.0,5.0,10.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,McPherson,1.0,0.0,0.0,0.0,1.0,18.0,6.0,12.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Miner,2.0,0.0,1.0,0.0,1.0,9.0,1.0,6.0,2.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Moody,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Perkins,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Roberts,14.0,0.0,1.0,0.0,13.0,5.0,1.0,4.0,0.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Spink,8.0,0.0,1.0,0.0,7.0,15.0,6.0,6.0,3.0,0.0,2023
South Dakota , Nonmetropolitan Counties,Yankton,9.0,0.0,0.0,0.0,9.0,52.0,13.0,28.0,11.0,1.0,2023
Tennessee , Metropolitan Counties,Anderson,118.0,1.0,8.0,0.0,109.0,274.0,65.0,170.0,39.0,8.0,2023
Tennessee , Metropolitan Counties,Blount,279.0,3.0,43.0,2.0,231.0,477.0,109.0,281.0,87.0,4.0,2023
Tennessee , Metropolitan Counties,Bradley,147.0,1.0,5.0,8.0,133.0,439.0,97.0,278.0,64.0,2.0,2023
Tennessee , Metropolitan Counties,Campbell,39.0,0.0,5.0,4.0,30.0,157.0,35.0,88.0,34.0,0.0,2023
Tennessee , Metropolitan Counties,Cannon,4.0,0.0,0.0,1.0,3.0,10.0,1.0,5.0,4.0,0.0,2023
Tennessee , Metropolitan Counties,Carter,127.0,1.0,5.0,2.0,119.0,493.0,103.0,328.0,62.0,3.0,2023
Tennessee , Metropolitan Counties,Cheatham,133.0,2.0,4.0,1.0,126.0,198.0,36.0,124.0,38.0,1.0,2023
Tennessee , Metropolitan Counties,Chester,19.0,0.0,0.0,1.0,18.0,66.0,8.0,47.0,11.0,1.0,2023
Tennessee , Metropolitan Counties,Crockett,21.0,0.0,1.0,1.0,19.0,71.0,16.0,40.0,15.0,0.0,2023
Tennessee , Metropolitan Counties,Dickson,135.0,1.0,15.0,2.0,117.0,216.0,58.0,112.0,46.0,3.0,2023
Tennessee , Metropolitan Counties,Fayette,104.0,4.0,2.0,2.0,96.0,162.0,23.0,100.0,39.0,0.0,2023
Tennessee , Metropolitan Counties,Gibson,32.0,0.0,4.0,2.0,26.0,112.0,16.0,76.0,20.0,4.0,2023
Tennessee , Metropolitan Counties,Grainger,62.0,1.0,3.0,0.0,58.0,158.0,29.0,89.0,40.0,7.0,2023
Tennessee , Metropolitan Counties,Hamblen,152.0,1.0,12.0,6.0,133.0,313.0,82.0,189.0,42.0,3.0,2023
Tennessee , Metropolitan Counties,Hamilton,201.0,1.0,15.0,5.0,180.0,495.0,94.0,338.0,63.0,2.0,2023
Tennessee , Metropolitan Counties,Hartsville/Trousdale,18.0,0.0,3.0,0.0,15.0,99.0,11.0,78.0,10.0,0.0,2023
Tennessee , Metropolitan Counties,Hawkins,37.0,5.0,2.0,2.0,28.0,247.0,56.0,147.0,44.0,2.0,2023
Tennessee , Metropolitan Counties,Hickman,99.0,2.0,8.0,1.0,88.0,215.0,39.0,130.0,46.0,5.0,2023
Tennessee , Metropolitan Counties,Jefferson,98.0,2.0,19.0,3.0,74.0,335.0,71.0,203.0,61.0,0.0,2023
Tennessee , Metropolitan Counties,Knox,566.0,3.0,54.0,21.0,488.0,2417.0,284.0,1776.0,357.0,10.0,2023
Tennessee , Metropolitan Counties,Loudon,102.0,0.0,2.0,0.0,100.0,197.0,54.0,125.0,18.0,3.0,2023
Tennessee , Metropolitan Counties,Macon,46.0,0.0,3.0,0.0,43.0,28.0,6.0,14.0,8.0,2.0,2023
Tennessee , Metropolitan Counties,Madison,81.0,1.0,4.0,7.0,69.0,221.0,51.0,120.0,50.0,1.0,2023
Tennessee , Metropolitan Counties,Marion,41.0,6.0,2.0,0.0,33.0,99.0,13.0,63.0,23.0,4.0,2023
Tennessee , Metropolitan Counties,Maury,113.0,0.0,10.0,4.0,99.0,287.0,44.0,201.0,42.0,1.0,2023
Tennessee , Metropolitan Counties,Montgomery,101.0,0.0,7.0,2.0,92.0,400.0,71.0,256.0,73.0,1.0,2023
Tennessee , Metropolitan Counties,Morgan,59.0,0.0,4.0,0.0,55.0,108.0,11.0,65.0,32.0,0.0,2023
Tennessee , Metropolitan Counties,Polk,38.0,1.0,5.0,2.0,30.0,211.0,43.0,136.0,32.0,1.0,2023
Tennessee , Metropolitan Counties,Roane,71.0,4.0,8.0,0.0,59.0,165.0,30.0,94.0,41.0,5.0,2023
Tennessee , Metropolitan Counties,Robertson,102.0,1.0,7.0,1.0,93.0,159.0,32.0,100.0,27.0,1.0,2023
Tennessee , Metropolitan Counties,Rutherford,269.0,1.0,20.0,5.0,243.0,432.0,45.0,319.0,68.0,2.0,2023
Tennessee , Metropolitan Counties,Sequatchie,60.0,1.0,2.0,0.0,57.0,99.0,13.0,58.0,28.0,3.0,2023
Tennessee , Metropolitan Counties,Shelby,610.0,8.0,32.0,49.0,521.0,2768.0,427.0,1550.0,791.0,14.0,2023
Tennessee , Metropolitan Counties,Smith,7.0,0.0,2.0,1.0,4.0,93.0,24.0,60.0,9.0,1.0,2023
Tennessee , Metropolitan Counties,Stewart,22.0,0.0,2.0,1.0,19.0,45.0,17.0,18.0,10.0,1.0,2023
Tennessee , Metropolitan Counties,Sullivan,324.0,3.0,22.0,9.0,290.0,664.0,152.0,434.0,78.0,15.0,2023
Tennessee , Metropolitan Counties,Sumner,118.0,0.0,10.0,0.0,108.0,227.0,49.0,158.0,20.0,3.0,2023
Tennessee , Metropolitan Counties,Tipton,134.0,2.0,8.0,3.0,121.0,264.0,57.0,165.0,42.0,3.0,2023
Tennessee , Metropolitan Counties,Unicoi,18.0,0.0,0.0,0.0,18.0,41.0,16.0,17.0,8.0,0.0,2023
Tennessee , Metropolitan Counties,Union,28.0,0.0,3.0,0.0,25.0,124.0,33.0,73.0,18.0,2.0,2023
Tennessee , Metropolitan Counties,Washington,139.0,0.0,16.0,3.0,120.0,616.0,91.0,429.0,96.0,2.0,2023
Tennessee , Metropolitan Counties,Williamson,165.0,0.0,12.0,3.0,150.0,265.0,42.0,205.0,18.0,4.0,2023
Tennessee , Metropolitan Counties,Wilson,40.0,1.0,0.0,5.0,34.0,380.0,123.0,209.0,48.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Bedford,85.0,0.0,9.0,3.0,73.0,168.0,31.0,112.0,25.0,3.0,2023
Tennessee , Nonmetropolitan Counties,Benton,38.0,1.0,9.0,1.0,27.0,80.0,27.0,39.0,14.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Bledsoe,3.0,0.0,1.0,0.0,2.0,27.0,3.0,17.0,7.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Carroll,25.0,1.0,2.0,0.0,22.0,73.0,15.0,45.0,13.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Claiborne,31.0,0.0,1.0,2.0,28.0,118.0,30.0,64.0,24.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Clay,16.0,0.0,0.0,3.0,13.0,21.0,7.0,12.0,2.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Cocke,154.0,2.0,13.0,1.0,138.0,331.0,53.0,216.0,62.0,14.0,2023
Tennessee , Nonmetropolitan Counties,Coffee,108.0,1.0,11.0,0.0,96.0,308.0,72.0,201.0,35.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Cumberland,68.0,1.0,1.0,1.0,65.0,352.0,114.0,195.0,43.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Decatur,13.0,0.0,0.0,0.0,13.0,59.0,29.0,24.0,6.0,0.0,2023
Tennessee , Nonmetropolitan Counties,DeKalb,34.0,0.0,3.0,1.0,30.0,82.0,26.0,35.0,21.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Dyer,40.0,0.0,5.0,1.0,34.0,153.0,27.0,103.0,23.0,4.0,2023
Tennessee , Nonmetropolitan Counties,Fentress,49.0,1.0,8.0,0.0,40.0,152.0,40.0,88.0,24.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Franklin,56.0,0.0,4.0,2.0,50.0,155.0,26.0,115.0,14.0,3.0,2023
Tennessee , Nonmetropolitan Counties,Giles,46.0,0.0,5.0,0.0,41.0,177.0,53.0,100.0,24.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Greene,167.0,1.0,6.0,3.0,157.0,564.0,127.0,349.0,88.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Grundy,60.0,1.0,6.0,1.0,52.0,119.0,19.0,71.0,29.0,10.0,2023
Tennessee , Nonmetropolitan Counties,Hancock,20.0,0.0,2.0,0.0,18.0,100.0,37.0,59.0,4.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Hardeman,69.0,2.0,5.0,2.0,60.0,148.0,38.0,82.0,28.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Hardin,68.0,0.0,13.0,1.0,54.0,234.0,54.0,143.0,37.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Haywood,30.0,4.0,5.0,2.0,19.0,132.0,28.0,85.0,19.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Henderson,62.0,0.0,5.0,0.0,57.0,197.0,63.0,104.0,30.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Henry,39.0,0.0,4.0,2.0,33.0,177.0,48.0,106.0,23.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Houston,18.0,0.0,1.0,0.0,17.0,29.0,12.0,12.0,5.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Humphreys,75.0,1.0,11.0,1.0,62.0,94.0,26.0,53.0,15.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Jackson,12.0,1.0,3.0,0.0,8.0,39.0,6.0,25.0,8.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Johnson,45.0,0.0,7.0,0.0,38.0,95.0,15.0,58.0,22.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Lake,9.0,0.0,0.0,0.0,9.0,20.0,8.0,12.0,0.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Lauderdale,65.0,0.0,3.0,1.0,61.0,134.0,33.0,81.0,20.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Lawrence,37.0,1.0,3.0,1.0,32.0,92.0,31.0,51.0,10.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Lewis,14.0,0.0,2.0,0.0,12.0,65.0,27.0,26.0,12.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Lincoln,69.0,0.0,5.0,2.0,62.0,193.0,61.0,102.0,30.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Marshall,43.0,0.0,4.0,1.0,38.0,79.0,20.0,37.0,22.0,0.0,2023
Tennessee , Nonmetropolitan Counties,McMinn,79.0,1.0,4.0,0.0,74.0,220.0,46.0,133.0,41.0,1.0,2023
Tennessee , Nonmetropolitan Counties,McNairy,46.0,1.0,2.0,2.0,41.0,254.0,59.0,156.0,39.0,9.0,2023
Tennessee , Nonmetropolitan Counties,Meigs,29.0,0.0,2.0,0.0,27.0,137.0,33.0,81.0,23.0,5.0,2023
Tennessee , Nonmetropolitan Counties,Monroe,139.0,6.0,15.0,3.0,115.0,395.0,76.0,233.0,86.0,3.0,2023
Tennessee , Nonmetropolitan Counties,Moore,14.0,0.0,3.0,0.0,11.0,44.0,13.0,29.0,2.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Obion,40.0,0.0,2.0,3.0,35.0,149.0,29.0,108.0,12.0,1.0,2023
Tennessee , Nonmetropolitan Counties,Overton,59.0,0.0,4.0,2.0,53.0,105.0,22.0,61.0,22.0,5.0,2023
Tennessee , Nonmetropolitan Counties,Perry,12.0,0.0,0.0,0.0,12.0,37.0,12.0,22.0,3.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Putnam,65.0,6.0,4.0,2.0,53.0,277.0,78.0,153.0,46.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Rhea,33.0,0.0,1.0,0.0,32.0,140.0,18.0,93.0,29.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Scott,45.0,0.0,0.0,0.0,45.0,108.0,18.0,71.0,19.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Sevier,148.0,3.0,11.0,4.0,130.0,553.0,105.0,364.0,84.0,2.0,2023
Tennessee , Nonmetropolitan Counties,Van Buren,11.0,0.0,0.0,1.0,10.0,18.0,3.0,11.0,4.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Warren,89.0,3.0,12.0,4.0,70.0,225.0,57.0,123.0,45.0,3.0,2023
Tennessee , Nonmetropolitan Counties,Wayne,9.0,1.0,1.0,0.0,7.0,63.0,11.0,43.0,9.0,0.0,2023
Tennessee , Nonmetropolitan Counties,Weakley,26.0,0.0,9.0,0.0,17.0,93.0,46.0,37.0,10.0,0.0,2023
Tennessee , Nonmetropolitan Counties,White,28.0,1.0,0.0,0.0,27.0,96.0,12.0,62.0,22.0,3.0,2023
Texas , Metropolitan Counties,Aransas,79.0,0.0,14.0,4.0,61.0,137.0,30.0,89.0,18.0,0.0,2023
Texas , Metropolitan Counties,Armstrong,2.0,0.0,0.0,0.0,2.0,11.0,1.0,9.0,1.0,0.0,2023
Texas , Metropolitan Counties,Atascosa,74.0,6.0,0.0,4.0,64.0,470.0,76.0,287.0,107.0,2.0,2023
Texas , Metropolitan Counties,Austin,40.0,0.0,4.0,1.0,35.0,108.0,15.0,68.0,25.0,1.0,2023
Texas , Metropolitan Counties,Bandera,27.0,3.0,1.0,4.0,19.0,154.0,50.0,87.0,17.0,0.0,2023
Texas , Metropolitan Counties,Bastrop,237.0,1.0,36.0,7.0,193.0,611.0,144.0,319.0,148.0,7.0,2023
Texas , Metropolitan Counties,Bell,64.0,1.0,8.0,4.0,51.0,593.0,143.0,393.0,57.0,8.0,2023
Texas , Metropolitan Counties,Bexar,973.0,13.0,110.0,129.0,721.0,6871.0,1323.0,3949.0,1599.0,10.0,2023
Texas , Metropolitan Counties,Bowie,53.0,1.0,14.0,1.0,37.0,321.0,65.0,203.0,53.0,5.0,2023
Texas , Metropolitan Counties,Brazoria,201.0,5.0,51.0,21.0,124.0,1381.0,237.0,940.0,204.0,2.0,2023
Texas , Metropolitan Counties,Brazos,54.0,0.0,6.0,1.0,47.0,237.0,73.0,136.0,28.0,2.0,2023
Texas , Metropolitan Counties,Burleson,23.0,0.0,4.0,0.0,19.0,90.0,21.0,49.0,20.0,0.0,2023
Texas , Metropolitan Counties,Caldwell,56.0,0.0,15.0,4.0,37.0,138.0,49.0,50.0,39.0,0.0,2023
Texas , Metropolitan Counties,Callahan,10.0,1.0,0.0,0.0,9.0,51.0,21.0,22.0,8.0,0.0,2023
Texas , Metropolitan Counties,Cameron,285.0,6.0,45.0,32.0,202.0,778.0,176.0,506.0,96.0,5.0,2023
Texas , Metropolitan Counties,Carson,9.0,1.0,4.0,0.0,4.0,31.0,10.0,17.0,4.0,1.0,2023
Texas , Metropolitan Counties,Chambers,104.0,5.0,30.0,4.0,65.0,722.0,138.0,486.0,98.0,2.0,2023
Texas , Metropolitan Counties,Clay,26.0,0.0,3.0,0.0,23.0,82.0,28.0,38.0,16.0,0.0,2023
Texas , Metropolitan Counties,Cochran,5.0,0.0,0.0,0.0,5.0,21.0,9.0,9.0,3.0,0.0,2023
Texas , Metropolitan Counties,Collin,70.0,2.0,27.0,1.0,40.0,369.0,60.0,238.0,71.0,0.0,2023
Texas , Metropolitan Counties,Comal,119.0,0.0,33.0,1.0,85.0,775.0,190.0,509.0,76.0,0.0,2023
Texas , Metropolitan Counties,Coryell,24.0,0.0,6.0,0.0,18.0,75.0,17.0,45.0,13.0,1.0,2023
Texas , Metropolitan Counties,Crosby,1.0,0.0,0.0,0.0,1.0,32.0,19.0,10.0,3.0,0.0,2023
Texas , Metropolitan Counties,Dallas,20.0,2.0,13.0,0.0,5.0,165.0,21.0,65.0,79.0,0.0,2023
Texas , Metropolitan Counties,Denton,69.0,0.0,24.0,6.0,39.0,470.0,107.0,307.0,56.0,2.0,2023
Texas , Metropolitan Counties,Ector,72.0,5.0,7.0,5.0,55.0,224.0,36.0,84.0,104.0,1.0,2023
Texas , Metropolitan Counties,Ellis,75.0,1.0,7.0,7.0,60.0,329.0,66.0,211.0,52.0,0.0,2023
Texas , Metropolitan Counties,El Paso,351.0,7.0,50.0,20.0,274.0,1024.0,175.0,624.0,225.0,3.0,2023
Texas , Metropolitan Counties,Falls,5.0,0.0,0.0,0.0,5.0,11.0,3.0,6.0,2.0,0.0,2023
Texas , Metropolitan Counties,Fort Bend,852.0,10.0,130.0,149.0,563.0,4956.0,603.0,3850.0,503.0,1.0,2023
Texas , Metropolitan Counties,Galveston,130.0,3.0,43.0,3.0,81.0,463.0,94.0,272.0,97.0,4.0,2023
Texas , Metropolitan Counties,Garza,7.0,1.0,2.0,0.0,4.0,23.0,5.0,18.0,0.0,0.0,2023
Texas , Metropolitan Counties,Goliad,13.0,0.0,1.0,0.0,12.0,64.0,15.0,42.0,7.0,0.0,2023
Texas , Metropolitan Counties,Grayson,71.0,2.0,25.0,3.0,41.0,262.0,66.0,178.0,18.0,3.0,2023
Texas , Metropolitan Counties,Gregg,43.0,0.0,5.0,2.0,36.0,227.0,57.0,121.0,49.0,0.0,2023
Texas , Metropolitan Counties,Hardin,48.0,0.0,11.0,2.0,35.0,207.0,51.0,110.0,46.0,2.0,2023
Texas , Metropolitan Counties,Harris,10173.0,121.0,1038.0,1946.0,7068.0,50545.0,6428.0,34322.0,9795.0,276.0,2023
Texas , Metropolitan Counties,Harrison,49.0,4.0,11.0,3.0,31.0,398.0,100.0,236.0,62.0,0.0,2023
Texas , Metropolitan Counties,Hays,170.0,2.0,30.0,14.0,124.0,822.0,163.0,545.0,114.0,2.0,2023
Texas , Metropolitan Counties,Hidalgo,600.0,8.0,124.0,94.0,374.0,2962.0,603.0,1882.0,477.0,10.0,2023
Texas , Metropolitan Counties,Hockley,1.0,0.0,0.0,0.0,1.0,53.0,13.0,31.0,9.0,1.0,2023
Texas , Metropolitan Counties,Hudspeth,3.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0,1.0,0.0,2023
Texas , Metropolitan Counties,Hunt,176.0,2.0,31.0,4.0,139.0,480.0,125.0,259.0,96.0,3.0,2023
Texas , Metropolitan Counties,Irion,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0,2023
Texas , Metropolitan Counties,Jefferson,74.0,2.0,9.0,5.0,58.0,303.0,51.0,191.0,61.0,3.0,2023
Texas , Metropolitan Counties,Johnson,171.0,3.0,52.0,2.0,114.0,411.0,89.0,264.0,58.0,5.0,2023
Texas , Metropolitan Counties,Jones,6.0,1.0,1.0,0.0,4.0,39.0,10.0,24.0,5.0,0.0,2023
Texas , Metropolitan Counties,Kaufman,141.0,3.0,26.0,7.0,105.0,503.0,119.0,307.0,77.0,2.0,2023
Texas , Metropolitan Counties,Kendall,18.0,0.0,4.0,3.0,11.0,102.0,17.0,77.0,8.0,1.0,2023
Texas , Metropolitan Counties,Lampasas,12.0,2.0,2.0,0.0,8.0,28.0,7.0,12.0,9.0,1.0,2023
Texas , Metropolitan Counties,Liberty,204.0,2.0,35.0,16.0,151.0,800.0,238.0,375.0,187.0,3.0,2023
Texas , Metropolitan Counties,Lubbock,148.0,2.0,20.0,13.0,113.0,450.0,114.0,230.0,106.0,7.0,2023
Texas , Metropolitan Counties,Lynn,2.0,0.0,0.0,0.0,2.0,8.0,4.0,2.0,2.0,1.0,2023
Texas , Metropolitan Counties,Martin,2.0,0.0,0.0,0.0,2.0,195.0,9.0,186.0,0.0,0.0,2023
Texas , Metropolitan Counties,Maverick,90.0,6.0,7.0,7.0,70.0,413.0,150.0,205.0,58.0,2.0,2023
Texas , Metropolitan Counties,McLennan,103.0,1.0,38.0,1.0,63.0,364.0,91.0,216.0,57.0,4.0,2023
Texas , Metropolitan Counties,Medina,63.0,1.0,4.0,1.0,57.0,234.0,54.0,110.0,70.0,3.0,2023
Texas , Metropolitan Counties,Midland,192.0,3.0,26.0,7.0,156.0,787.0,112.0,511.0,164.0,3.0,2023
Texas , Metropolitan Counties,Montgomery,1193.0,9.0,265.0,103.0,816.0,5239.0,930.0,3571.0,738.0,12.0,2023
Texas , Metropolitan Counties,Nueces,46.0,0.0,10.0,1.0,35.0,127.0,32.0,80.0,15.0,0.0,2023
Texas , Metropolitan Counties,Oldham,1.0,0.0,1.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,2023
Texas , Metropolitan Counties,Orange,69.0,0.0,4.0,4.0,61.0,300.0,91.0,145.0,64.0,1.0,2023
Texas , Metropolitan Counties,Parker,148.0,1.0,34.0,8.0,105.0,994.0,302.0,591.0,101.0,6.0,2023
Texas , Metropolitan Counties,Potter,48.0,0.0,11.0,3.0,34.0,129.0,30.0,91.0,8.0,2.0,2023
Texas , Metropolitan Counties,Randall,50.0,1.0,7.0,0.0,42.0,80.0,20.0,42.0,18.0,1.0,2023
Texas , Metropolitan Counties,Robertson,15.0,0.0,1.0,1.0,13.0,81.0,16.0,52.0,13.0,2.0,2023
Texas , Metropolitan Counties,Rockwall,25.0,0.0,4.0,0.0,21.0,57.0,5.0,45.0,7.0,0.0,2023
Texas , Metropolitan Counties,Rusk,36.0,1.0,4.0,1.0,30.0,221.0,56.0,130.0,35.0,1.0,2023
Texas , Metropolitan Counties,San Jacinto,18.0,8.0,2.0,0.0,8.0,147.0,31.0,92.0,24.0,1.0,2023
Texas , Metropolitan Counties,Smith,271.0,2.0,32.0,7.0,230.0,770.0,195.0,437.0,138.0,2.0,2023
Texas , Metropolitan Counties,Tarrant,132.0,3.0,35.0,9.0,85.0,801.0,202.0,436.0,163.0,1.0,2023
Texas , Metropolitan Counties,Taylor,30.0,0.0,13.0,1.0,16.0,111.0,41.0,65.0,5.0,1.0,2023
Texas , Metropolitan Counties,Tom Green,38.0,1.0,13.0,3.0,21.0,148.0,28.0,94.0,26.0,2.0,2023
Texas , Metropolitan Counties,Travis,932.0,6.0,117.0,86.0,723.0,4239.0,870.0,2564.0,805.0,17.0,2023
Texas , Metropolitan Counties,Victoria,65.0,0.0,14.0,0.0,51.0,188.0,59.0,95.0,34.0,1.0,2023
Texas , Metropolitan Counties,Waller,73.0,2.0,9.0,2.0,60.0,416.0,91.0,265.0,60.0,1.0,2023
Texas , Metropolitan Counties,Webb,54.0,0.0,13.0,2.0,39.0,132.0,24.0,95.0,13.0,3.0,2023
Texas , Metropolitan Counties,Wichita,8.0,1.0,1.0,0.0,6.0,58.0,15.0,41.0,2.0,0.0,2023
Texas , Metropolitan Counties,Williamson,217.0,3.0,70.0,16.0,128.0,1603.0,333.0,1109.0,161.0,0.0,2023
Texas , Metropolitan Counties,Wilson,62.0,1.0,17.0,2.0,42.0,347.0,52.0,253.0,42.0,3.0,2023
Texas , Metropolitan Counties,Wise,110.0,9.0,32.0,2.0,67.0,471.0,179.0,258.0,34.0,2.0,2023
Texas , Nonmetropolitan Counties,Andrews,4.0,0.0,0.0,0.0,4.0,116.0,8.0,96.0,12.0,0.0,2023
Texas , Nonmetropolitan Counties,Angelina,175.0,1.0,48.0,6.0,120.0,571.0,175.0,321.0,75.0,4.0,2023
Texas , Nonmetropolitan Counties,Bailey,2.0,0.0,0.0,0.0,2.0,11.0,3.0,6.0,2.0,0.0,2023
Texas , Nonmetropolitan Counties,Baylor,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,2023
Texas , Nonmetropolitan Counties,Bee,30.0,0.0,1.0,1.0,28.0,132.0,39.0,76.0,17.0,2.0,2023
Texas , Nonmetropolitan Counties,Blanco,8.0,0.0,3.0,0.0,5.0,32.0,9.0,20.0,3.0,1.0,2023
Texas , Nonmetropolitan Counties,Borden,2.0,0.0,1.0,0.0,1.0,7.0,0.0,5.0,2.0,0.0,2023
Texas , Nonmetropolitan Counties,Brewster,4.0,0.0,0.0,0.0,4.0,15.0,11.0,3.0,1.0,0.0,2023
Texas , Nonmetropolitan Counties,Briscoe,1.0,0.0,0.0,0.0,1.0,11.0,6.0,4.0,1.0,0.0,2023
Texas , Nonmetropolitan Counties,Brooks,3.0,0.0,0.0,0.0,3.0,7.0,1.0,4.0,2.0,0.0,2023
Texas , Nonmetropolitan Counties,Brown,30.0,0.0,2.0,1.0,27.0,189.0,59.0,118.0,12.0,0.0,2023
Texas , Nonmetropolitan Counties,Burnet,62.0,0.0,12.0,0.0,50.0,148.0,37.0,96.0,15.0,1.0,2023
Texas , Nonmetropolitan Counties,Calhoun,22.0,1.0,3.0,1.0,17.0,45.0,8.0,30.0,7.0,0.0,2023
